sampling_week,normalized_concentration_rolling_average,population,region,state,name,fipscode
2020-07-15,42.44060613606513,"20,000-50,000",Northeast,PA,Indiana,42063
2020-07-22,62.43156016966629,"20,000-50,000",Northeast,CT,Fairfield,09001
2020-07-22,87.261235174947,"500,000-1,000,000",Northeast,DE,New Castle,10003
2020-07-22,3.8100112158024166,"10,000-20,000",Northeast,MA,Nantucket,25019
2020-07-22,30.54459171732408,"2,000,000-5,000,000",Northeast,MA,Suffolk,25025
2020-07-22,24.930366541708175,"200,000-500,000",Northeast,NJ,Union,34039
2020-07-22,4.021787234079336,"20,000-50,000",Northeast,NY,Nassau,36059
2020-07-22,103.46907673057414,"100,000-200,000",Northeast,PA,Dauphin,42043
2020-07-22,49.62990193790608,"100,000-200,000",Northeast,PA,Erie,42049
2020-07-22,168.2358640694556,"50,000-100,000",Northeast,PA,Franklin,42055
2020-07-22,51.65320119003365,"20,000-50,000",Northeast,PA,Indiana,42063
2020-07-29,114.0296149788918,"500,000-1,000,000",Northeast,DE,New Castle,10003
2020-07-29,30.523200046527588,"10,000-20,000",Northeast,MA,Hampshire,25015
2020-07-29,41.57010137374135,"2,000,000-5,000,000",Northeast,MA,Suffolk,25025
2020-07-29,38.82404941284782,"100,000-200,000",Northeast,PA,Erie,42049
2020-07-29,33.701742498786025,"20,000-50,000",Northeast,PA,Indiana,42063
2020-08-05,63.53449389410562,"20,000-50,000",Northeast,CT,Fairfield,09001
2020-08-05,110.33879390460228,"500,000-1,000,000",Northeast,DE,New Castle,10003
2020-08-05,5.836566248587022,"50,000-100,000",Northeast,MA,Berkshire,25003
2020-08-05,3.4459258633299785,"20,000-50,000",Northeast,MA,Essex,25009
2020-08-05,1.9624031568064069,"20,000-50,000",Northeast,MA,Nantucket,25019
2020-08-05,46.54107862957695,"2,000,000-5,000,000",Northeast,MA,Suffolk,25025
2020-08-05,10.978366616993116,"200,000-500,000",Northeast,NJ,Union,34039
2020-08-05,2.641792221260329,"20,000-50,000",Northeast,NY,Nassau,36059
2020-08-05,95.71885985411969,"100,000-200,000",Northeast,PA,Dauphin,42043
2020-08-05,40.66787064330169,"100,000-200,000",Northeast,PA,Erie,42049
2020-08-05,143.47737543020406,"50,000-100,000",Northeast,PA,Franklin,42055
2020-08-05,23.45463241641712,"20,000-50,000",Northeast,PA,Indiana,42063
2020-08-12,47.5204963483082,"20,000-50,000",Northeast,CT,Fairfield,09001
2020-08-12,93.44903324202112,"500,000-1,000,000",Northeast,DE,New Castle,10003
2020-08-12,0.0,"50,000-100,000",Northeast,MA,Berkshire,25003
2020-08-12,2.2972839088866523,"20,000-50,000",Northeast,MA,Essex,25009
2020-08-12,52.10438592553064,"2,000,000-5,000,000",Northeast,MA,Suffolk,25025
2020-08-12,90.25009435278167,"100,000-200,000",Northeast,PA,Dauphin,42043
2020-08-12,34.11226231495406,"100,000-200,000",Northeast,PA,Erie,42049
2020-08-12,7.119430280537803,"20,000-50,000",Northeast,PA,Indiana,42063
2020-08-19,3.92309516073186,"20,000-50,000",Northeast,CT,Fairfield,09001
2020-08-19,44.38991564651251,"500,000-1,000,000",Northeast,DE,New Castle,10003
2020-08-19,4.016684010196386,"20,000-50,000",Northeast,MA,Essex,25009
2020-08-19,15.075908100967368,"10,000-20,000",Northeast,MA,Hampshire,25015
2020-08-19,46.08847539832146,"2,000,000-5,000,000",Northeast,MA,Suffolk,25025
2020-08-19,13.514440269997031,"200,000-500,000",Northeast,NJ,Union,34039
2020-08-19,0.0,"20,000-50,000",Northeast,NY,Nassau,36059
2020-08-19,70.18790316524053,"100,000-200,000",Northeast,PA,Dauphin,42043
2020-08-19,44.35941362462437,"100,000-200,000",Northeast,PA,Erie,42049
2020-08-19,15.079049660680354,"20,000-50,000",Northeast,PA,Indiana,42063
2020-08-26,10.505359999111253,"20,000-50,000",Northeast,CT,Fairfield,09001
2020-08-26,60.739844548797045,"500,000-1,000,000",Northeast,DE,New Castle,10003
2020-08-26,0.0,"50,000-100,000",Northeast,MA,Berkshire,25003
2020-08-26,1.719400101309733,"20,000-50,000",Northeast,MA,Essex,25009
2020-08-26,8.51437451408522,"20,000-50,000",Northeast,MA,Nantucket,25019
2020-08-26,60.64486506691801,"2,000,000-5,000,000",Northeast,MA,Suffolk,25025
2020-08-26,71.66652620058392,"100,000-200,000",Northeast,PA,Dauphin,42043
2020-08-26,42.80462387699259,"100,000-200,000",Northeast,PA,Erie,42049
2020-08-26,89.74942073345359,"50,000-100,000",Northeast,PA,Franklin,42055
2020-08-26,90.26388029734036,"20,000-50,000",Northeast,PA,Indiana,42063
2020-09-02,15.441245977159726,"20,000-50,000",Northeast,CT,Fairfield,09001
2020-09-02,69.75275794486977,"500,000-1,000,000",Northeast,DE,New Castle,10003
2020-09-02,0.0,"50,000-100,000",Northeast,MA,Berkshire,25003
2020-09-02,3.1125995737909573,"20,000-50,000",Northeast,MA,Essex,25009
2020-09-02,11.002304495752648,"20,000-50,000",Northeast,MA,Nantucket,25019
2020-09-02,60.349406222341344,"2,000,000-5,000,000",Northeast,MA,Suffolk,25025
2020-09-02,12.111638776520586,"200,000-500,000",Northeast,NJ,Union,34039
2020-09-02,76.28521649366188,"100,000-200,000",Northeast,PA,Dauphin,42043
2020-09-02,31.301796865937604,"100,000-200,000",Northeast,PA,Erie,42049
2020-09-02,73.2781639314202,"50,000-100,000",Northeast,PA,Franklin,42055
2020-09-02,202.5728524465865,"20,000-50,000",Northeast,PA,Indiana,42063
2020-09-09,79.29804805307587,"500,000-1,000,000",Northeast,DE,New Castle,10003
2020-09-09,1.3931994724812242,"20,000-50,000",Northeast,MA,Essex,25009
2020-09-09,12.331327388610148,"10,000-20,000",Northeast,MA,Hampshire,25015
2020-09-09,12.623128774204206,"20,000-50,000",Northeast,MA,Nantucket,25019
2020-09-09,65.00707228223,"2,000,000-5,000,000",Northeast,MA,Suffolk,25025
2020-09-09,0.0,"20,000-50,000",Northeast,NY,Nassau,36059
2020-09-09,67.10428873121816,"100,000-200,000",Northeast,PA,Dauphin,42043
2020-09-09,15.635685706241397,"100,000-200,000",Northeast,PA,Erie,42049
2020-09-09,70.13079549725585,"50,000-100,000",Northeast,PA,Franklin,42055
2020-09-09,393.547912451538,"20,000-50,000",Northeast,PA,Indiana,42063
2020-09-16,28.29428484755056,"20,000-50,000",Northeast,CT,Fairfield,09001
2020-09-16,69.67885525433068,"500,000-1,000,000",Northeast,DE,New Castle,10003
2020-09-16,4.165386477846293,"20,000-50,000",Northeast,MA,Essex,25009
2020-09-16,3.289150587974756,"10,000-20,000",Northeast,MA,Hampshire,25015
2020-09-16,6.071157416925392,"20,000-50,000",Northeast,MA,Nantucket,25019
2020-09-16,50.94533830603539,"2,000,000-5,000,000",Northeast,MA,Suffolk,25025
2020-09-16,23.27119920144378,"200,000-500,000",Northeast,NJ,Union,34039
2020-09-16,46.673460693790105,"100,000-200,000",Northeast,PA,Dauphin,42043
2020-09-16,20.804276291742408,"100,000-200,000",Northeast,PA,Erie,42049
2020-09-16,488.9479740071061,"20,000-50,000",Northeast,PA,Indiana,42063
2020-09-23,73.63347698198588,"500,000-1,000,000",Northeast,DE,New Castle,10003
2020-09-23,2.772187005365069,"20,000-50,000",Northeast,MA,Essex,25009
2020-09-23,2.923100282584843,"10,000-20,000",Northeast,MA,Hampshire,25015
2020-09-23,10.31165834149022,"20,000-50,000",Northeast,MA,Nantucket,25019
2020-09-23,49.96633709726847,"2,000,000-5,000,000",Northeast,MA,Suffolk,25025
2020-09-23,3.239371390994732,"20,000-50,000",Northeast,NY,Nassau,36059
2020-09-23,49.52894183131358,"100,000-200,000",Northeast,PA,Dauphin,42043
2020-09-23,31.11442279808988,"100,000-200,000",Northeast,PA,Erie,42049
2020-09-23,476.74982845757495,"20,000-50,000",Northeast,PA,Indiana,42063
2020-09-30,25.845764846684364,"20,000-50,000",Northeast,CT,Fairfield,09001
2020-09-30,66.98685916252691,"500,000-1,000,000",Northeast,DE,New Castle,10003
2020-09-30,5.888057368164209,"20,000-50,000",Northeast,MA,Essex,25009
2020-09-30,19.04575693391595,"20,000-50,000",Northeast,MA,Nantucket,25019
2020-09-30,52.322858136826426,"2,000,000-5,000,000",Northeast,MA,Suffolk,25025
2020-09-30,40.72983170084232,"200,000-500,000",Northeast,NJ,Union,34039
2020-09-30,66.02261062765166,"100,000-200,000",Northeast,PA,Dauphin,42043
2020-09-30,53.338434344786585,"100,000-200,000",Northeast,PA,Erie,42049
2020-09-30,77.19187291203842,"50,000-100,000",Northeast,PA,Franklin,42055
2020-09-30,324.08334357336054,"20,000-50,000",Northeast,PA,Indiana,42063
2020-10-07,43.01489930032821,"20,000-50,000",Northeast,CT,Fairfield,09001
2020-10-07,63.25017775815593,"500,000-1,000,000",Northeast,DE,New Castle,10003
2020-10-07,26.521145941509484,"20,000-50,000",Northeast,MA,Essex,25009
2020-10-07,7.263471310601986,"10,000-20,000",Northeast,MA,Hampshire,25015
2020-10-07,55.69100759022672,"10,000-20,000",Northeast,MA,Nantucket,25019
2020-10-07,74.61573058963913,"2,000,000-5,000,000",Northeast,MA,Suffolk,25025
2020-10-07,19.944007627935225,"20,000-50,000",Northeast,NY,Nassau,36059
2020-10-07,107.54489469778945,"100,000-200,000",Northeast,PA,Dauphin,42043
2020-10-07,61.36632623564628,"100,000-200,000",Northeast,PA,Erie,42049
2020-10-07,221.3295236559645,"20,000-50,000",Northeast,PA,Indiana,42063
2020-10-14,44.51891452007104,"20,000-50,000",Northeast,CT,Fairfield,09001
2020-10-14,52.11333472365156,"500,000-1,000,000",Northeast,DE,New Castle,10003
2020-10-14,,"50,000-100,000",Northeast,MA,Berkshire,25003
2020-10-14,41.20833370365877,"20,000-50,000",Northeast,MA,Essex,25009
2020-10-14,84.24177213234351,"10,000-20,000",Northeast,MA,Nantucket,25019
2020-10-14,113.18608673393304,"2,000,000-5,000,000",Northeast,MA,Suffolk,25025
2020-10-14,70.26205126225771,"200,000-500,000",Northeast,NJ,Union,34039
2020-10-14,144.18592147856137,"100,000-200,000",Northeast,PA,Dauphin,42043
2020-10-14,93.25627548546602,"100,000-200,000",Northeast,PA,Erie,42049
2020-10-14,192.3875528521421,"20,000-50,000",Northeast,PA,Indiana,42063
2020-10-21,72.84967278908896,"20,000-50,000",Northeast,CT,Fairfield,09001
2020-10-21,67.07617772494295,"500,000-1,000,000",Northeast,DE,New Castle,10003
2020-10-21,20.765534719212027,"50,000-100,000",Northeast,MA,Berkshire,25003
2020-10-21,49.66387152319313,"20,000-50,000",Northeast,MA,Essex,25009
2020-10-21,18.537989423019116,"20,000-50,000",Northeast,MA,Hampshire,25015
2020-10-21,88.08665510341284,"10,000-20,000",Northeast,MA,Nantucket,25019
2020-10-21,140.22513328713893,"2,000,000-5,000,000",Northeast,MA,Suffolk,25025
2020-10-21,22.9300127825211,"20,000-50,000",Northeast,NY,Nassau,36059
2020-10-21,232.10476405075107,"100,000-200,000",Northeast,PA,Dauphin,42043
2020-10-21,97.74622566517594,"100,000-200,000",Northeast,PA,Erie,42049
2020-10-21,218.7681211046481,"50,000-100,000",Northeast,PA,Franklin,42055
2020-10-21,246.28382723823316,"20,000-50,000",Northeast,PA,Indiana,42063
2020-10-28,174.51857234190706,"20,000-50,000",Northeast,CT,Fairfield,09001
2020-10-28,75.11973406802998,"500,000-1,000,000",Northeast,DE,New Castle,10003
2020-10-28,61.08002211767057,"20,000-50,000",Northeast,MA,Essex,25009
2020-10-28,23.084068686307887,"20,000-50,000",Northeast,MA,Hampshire,25015
2020-10-28,173.4290122142273,"10,000-20,000",Northeast,MA,Nantucket,25019
2020-10-28,186.2554383394621,"2,000,000-5,000,000",Northeast,MA,Suffolk,25025
2020-10-28,262.9319404989869,"200,000-500,000",Northeast,NJ,Union,34039
2020-10-28,466.1339043375257,"100,000-200,000",Northeast,PA,Dauphin,42043
2020-10-28,111.82997712520364,"100,000-200,000",Northeast,PA,Erie,42049
2020-10-28,502.421320040735,"20,000-50,000",Northeast,PA,Indiana,42063
2020-11-04,288.4319868911724,"20,000-50,000",Northeast,CT,Fairfield,09001
2020-11-04,98.32442200750587,"200,000-500,000",Northeast,DE,New Castle,10003
2020-11-04,226.3683456101436,"50,000-100,000",Northeast,MA,Berkshire,25003
2020-11-04,81.77248866429228,"20,000-50,000",Northeast,MA,Essex,25009
2020-11-04,67.1369327214648,"20,000-50,000",Northeast,MA,Hampshire,25015
2020-11-04,301.4836625358136,"10,000-20,000",Northeast,MA,Nantucket,25019
2020-11-04,247.2823386458875,"2,000,000-5,000,000",Northeast,MA,Suffolk,25025
2020-11-04,65.58156250459932,"20,000-50,000",Northeast,NY,Nassau,36059
2020-11-04,192.64419245060316,"100,000-200,000",Northeast,PA,Erie,42049
2020-11-04,475.678468850746,"50,000-100,000",Northeast,PA,Franklin,42055
2020-11-11,543.2709339926631,"20,000-50,000",Northeast,CT,Fairfield,09001
2020-11-11,239.7676334282688,"200,000-500,000",Northeast,DE,New Castle,10003
2020-11-11,172.25030419327456,"20,000-50,000",Northeast,MA,Essex,25009
2020-11-11,144.18936276927522,"20,000-50,000",Northeast,MA,Hampshire,25015
2020-11-11,215.8389203442042,"50,000-100,000",Northeast,MA,Middlesex,25017
2020-11-11,370.1929995935414,"10,000-20,000",Northeast,MA,Nantucket,25019
2020-11-11,337.65465393358824,"2,000,000-5,000,000",Northeast,MA,Suffolk,25025
2020-11-11,439.8902219783231,"200,000-500,000",Northeast,NJ,Union,34039
2020-11-11,579.3293956618825,"100,000-200,000",Northeast,PA,Dauphin,42043
2020-11-11,423.7709417792569,"100,000-200,000",Northeast,PA,Erie,42049
2020-11-11,832.9823714299382,"20,000-50,000",Northeast,PA,Indiana,42063
2020-11-18,570.7712580097465,"20,000-50,000",Northeast,CT,Fairfield,09001
2020-11-18,414.9148173685392,"200,000-500,000",Northeast,DE,New Castle,10003
2020-11-18,246.74543049115317,"20,000-50,000",Northeast,MA,Essex,25009
2020-11-18,170.75807357959513,"20,000-50,000",Northeast,MA,Hampshire,25015
2020-11-18,204.2216047224269,"100,000-200,000",Northeast,MA,Middlesex,25017
2020-11-18,273.04156788660924,"10,000-20,000",Northeast,MA,Nantucket,25019
2020-11-18,449.4686594663088,"2,000,000-5,000,000",Northeast,MA,Suffolk,25025
2020-11-18,160.65440120652278,"20,000-50,000",Northeast,NY,Nassau,36059
2020-11-18,794.5471693376908,"100,000-200,000",Northeast,PA,Dauphin,42043
2020-11-18,601.6857522683215,"100,000-200,000",Northeast,PA,Erie,42049
2020-11-18,859.8631432029273,"50,000-100,000",Northeast,PA,Franklin,42055
2020-11-18,1525.4202631553285,"20,000-50,000",Northeast,PA,Indiana,42063
2020-11-25,609.023705764201,"20,000-50,000",Northeast,CT,Fairfield,09001
2020-11-25,867.5216152862082,"200,000-500,000",Northeast,DE,New Castle,10003
2020-11-25,486.3352048006089,"20,000-50,000",Northeast,MA,Essex,25009
2020-11-25,215.54861192717,"20,000-50,000",Northeast,MA,Hampshire,25015
2020-11-25,177.05441286522844,"50,000-100,000",Northeast,MA,Middlesex,25017
2020-11-25,508.8540997111964,"10,000-20,000",Northeast,MA,Nantucket,25019
2020-11-25,628.2177207038853,"2,000,000-5,000,000",Northeast,MA,Suffolk,25025
2020-11-25,890.4538691540064,"100,000-200,000",Northeast,PA,Dauphin,42043
2020-11-25,1489.7848243295275,"20,000-50,000",Northeast,PA,Indiana,42063
2020-12-02,464.8578942522526,"20,000-50,000",Northeast,CT,Fairfield,09001
2020-12-02,1123.1345488487434,"200,000-500,000",Northeast,DE,New Castle,10003
2020-12-02,565.3529537266819,"20,000-50,000",Northeast,MA,Essex,25009
2020-12-02,187.6886610782195,"20,000-50,000",Northeast,MA,Hampshire,25015
2020-12-02,212.6534345907296,"100,000-200,000",Northeast,MA,Middlesex,25017
2020-12-02,1021.7745037663602,"10,000-20,000",Northeast,MA,Nantucket,25019
2020-12-02,805.4396078416962,"2,000,000-5,000,000",Northeast,MA,Suffolk,25025
2020-12-02,248.2811922142452,"20,000-50,000",Northeast,NY,Nassau,36059
2020-12-02,1527.6852455246462,"100,000-200,000",Northeast,PA,Dauphin,42043
2020-12-02,914.813896336114,"100,000-200,000",Northeast,PA,Erie,42049
2020-12-02,902.4254875649568,"50,000-100,000",Northeast,PA,Franklin,42055
2020-12-02,1259.4310760386604,"20,000-50,000",Northeast,PA,Indiana,42063
2020-12-09,600.121378156988,"20,000-50,000",Northeast,CT,Fairfield,09001
2020-12-09,1320.2702211264177,"200,000-500,000",Northeast,DE,New Castle,10003
2020-12-09,307.1370507679651,"50,000-100,000",Northeast,MA,Berkshire,25003
2020-12-09,505.64417147969385,"20,000-50,000",Northeast,MA,Essex,25009
2020-12-09,256.97563223025173,"20,000-50,000",Northeast,MA,Hampshire,25015
2020-12-09,291.9891188615217,"100,000-200,000",Northeast,MA,Middlesex,25017
2020-12-09,1367.5846785797323,"10,000-20,000",Northeast,MA,Nantucket,25019
2020-12-09,929.5469831328,"2,000,000-5,000,000",Northeast,MA,Suffolk,25025
2020-12-09,546.8574753025497,"200,000-500,000",Northeast,NJ,Union,34039
2020-12-09,305.49877996736416,"20,000-50,000",Northeast,NY,Nassau,36059
2020-12-09,1644.993207865372,"100,000-200,000",Northeast,PA,Dauphin,42043
2020-12-09,1244.762105783352,"100,000-200,000",Northeast,PA,Erie,42049
2020-12-09,725.363915305883,"20,000-50,000",Northeast,PA,Indiana,42063
2020-12-16,601.3669191015812,"20,000-50,000",Northeast,CT,Fairfield,09001
2020-12-16,1081.2682187947316,"200,000-500,000",Northeast,DE,New Castle,10003
2020-12-16,419.3933788353602,"50,000-100,000",Northeast,MA,Berkshire,25003
2020-12-16,618.219731360022,"20,000-50,000",Northeast,MA,Essex,25009
2020-12-16,308.8685747286975,"20,000-50,000",Northeast,MA,Hampshire,25015
2020-12-16,396.85108952818615,"100,000-200,000",Northeast,MA,Middlesex,25017
2020-12-16,1305.4508303750351,"10,000-20,000",Northeast,MA,Nantucket,25019
2020-12-16,920.2223770036816,"2,000,000-5,000,000",Northeast,MA,Suffolk,25025
2020-12-16,282.05651081102764,"20,000-50,000",Northeast,NY,Nassau,36059
2020-12-16,1919.6817296355496,"100,000-200,000",Northeast,PA,Dauphin,42043
2020-12-16,1639.0209163509644,"100,000-200,000",Northeast,PA,Erie,42049
2020-12-16,1072.753656179637,"50,000-100,000",Northeast,PA,Franklin,42055
2020-12-16,636.8305916542552,"20,000-50,000",Northeast,PA,Indiana,42063
2020-12-23,897.1334941237432,"20,000-50,000",Northeast,CT,Fairfield,09001
2020-12-23,968.8630198103604,"200,000-500,000",Northeast,DE,New Castle,10003
2020-12-23,420.0422636875104,"50,000-100,000",Northeast,MA,Berkshire,25003
2020-12-23,487.5711877892183,"20,000-50,000",Northeast,MA,Hampshire,25015
2020-12-23,454.7220502746201,"100,000-200,000",Northeast,MA,Middlesex,25017
2020-12-23,1103.6824402111693,"10,000-20,000",Northeast,MA,Nantucket,25019
2020-12-23,888.0860357896914,"2,000,000-5,000,000",Northeast,MA,Suffolk,25025
2020-12-23,764.4154671087803,"200,000-500,000",Northeast,NJ,Union,34039
2020-12-23,335.1211381593094,"20,000-50,000",Northeast,NY,Nassau,36059
2020-12-23,1594.9175043664611,"100,000-200,000",Northeast,PA,Dauphin,42043
2020-12-23,1482.211440093436,"100,000-200,000",Northeast,PA,Erie,42049
2020-12-23,539.6351131125452,"20,000-50,000",Northeast,PA,Indiana,42063
2020-12-30,774.3793844452674,"20,000-50,000",Northeast,CT,Fairfield,09001
2020-12-30,576.0986665207876,"200,000-500,000",Northeast,DE,New Castle,10003
2020-12-30,805.9500963693699,"50,000-100,000",Northeast,MA,Berkshire,25003
2020-12-30,791.9059919578989,"20,000-50,000",Northeast,MA,Essex,25009
2020-12-30,573.9347643871939,"20,000-50,000",Northeast,MA,Hampshire,25015
2020-12-30,407.3357519411901,"100,000-200,000",Northeast,MA,Middlesex,25017
2020-12-30,1388.7405152751578,"10,000-20,000",Northeast,MA,Nantucket,25019
2020-12-30,981.3915128895604,"2,000,000-5,000,000",Northeast,MA,Suffolk,25025
2020-12-30,569.9964635671892,"20,000-50,000",Northeast,NY,Nassau,36059
2020-12-30,1261.0566977401256,"100,000-200,000",Northeast,PA,Dauphin,42043
2020-12-30,1069.9421143164573,"100,000-200,000",Northeast,PA,Erie,42049
2020-12-30,432.2923436402163,"20,000-50,000",Northeast,PA,Indiana,42063
2021-01-06,765.4916142374517,"20,000-50,000",Northeast,CT,Fairfield,09001
2021-01-06,946.6682020100052,"50,000-100,000",Northeast,MA,Berkshire,25003
2021-01-06,838.4280614194722,"20,000-50,000",Northeast,MA,Essex,25009
2021-01-06,535.8783040241636,"20,000-50,000",Northeast,MA,Hampshire,25015
2021-01-06,330.82832486704564,"100,000-200,000",Northeast,MA,Middlesex,25017
2021-01-06,1548.370985066577,"10,000-20,000",Northeast,MA,Nantucket,25019
2021-01-06,1041.5566365495745,"2,000,000-5,000,000",Northeast,MA,Suffolk,25025
2021-01-06,815.1032072059089,"200,000-500,000",Northeast,NJ,Union,34039
2021-01-06,1006.4376589314088,"20,000-50,000",Northeast,NY,Nassau,36059
2021-01-06,756.9732907403701,"100,000-200,000",Northeast,PA,Erie,42049
2021-01-06,810.1332390878723,"50,000-100,000",Northeast,PA,Franklin,42055
2021-01-13,482.7966655827362,"20,000-50,000",Northeast,CT,Fairfield,09001
2021-01-13,832.9258930668367,"50,000-100,000",Northeast,MA,Berkshire,25003
2021-01-13,520.17743044121,"20,000-50,000",Northeast,MA,Essex,25009
2021-01-13,421.47225132338417,"20,000-50,000",Northeast,MA,Hampshire,25015
2021-01-13,265.22898263367654,"100,000-200,000",Northeast,MA,Middlesex,25017
2021-01-13,1393.287782319552,"10,000-20,000",Northeast,MA,Nantucket,25019
2021-01-13,1098.1903135338891,"2,000,000-5,000,000",Northeast,MA,Suffolk,25025
2021-01-13,1055.2953338399354,"20,000-50,000",Northeast,NY,Nassau,36059
2021-01-13,604.9954014411973,"100,000-200,000",Northeast,PA,Erie,42049
2021-01-13,521.923546275808,"20,000-50,000",Northeast,PA,Indiana,42063
2021-01-20,440.1733518981964,"20,000-50,000",Northeast,CT,Fairfield,09001
2021-01-20,406.299685337525,"50,000-100,000",Northeast,MA,Berkshire,25003
2021-01-20,337.98608417770055,"20,000-50,000",Northeast,MA,Essex,25009
2021-01-20,417.8775664640672,"20,000-50,000",Northeast,MA,Hampshire,25015
2021-01-20,260.880835983778,"100,000-200,000",Northeast,MA,Middlesex,25017
2021-01-20,776.5750428111538,"10,000-20,000",Northeast,MA,Nantucket,25019
2021-01-20,883.6004934239551,"2,000,000-5,000,000",Northeast,MA,Suffolk,25025
2021-01-20,771.5914865836698,"200,000-500,000",Northeast,NJ,Union,34039
2021-01-20,1043.6516214419216,"20,000-50,000",Northeast,NY,Nassau,36059
2021-01-20,811.1319059926087,"100,000-200,000",Northeast,PA,Erie,42049
2021-01-20,491.1888125672328,"20,000-50,000",Northeast,PA,Indiana,42063
2021-01-27,563.9306574427934,"20,000-50,000",Northeast,CT,Fairfield,09001
2021-01-27,147.43210816729814,"50,000-100,000",Northeast,MA,Berkshire,25003
2021-01-27,323.73403783984287,"20,000-50,000",Northeast,MA,Essex,25009
2021-01-27,378.0013733654992,"20,000-50,000",Northeast,MA,Hampshire,25015
2021-01-27,218.41571379961815,"100,000-200,000",Northeast,MA,Middlesex,25017
2021-01-27,320.14991853527584,"10,000-20,000",Northeast,MA,Nantucket,25019
2021-01-27,673.515497274118,"2,000,000-5,000,000",Northeast,MA,Suffolk,25025
2021-01-27,735.6758812654856,"100,000-200,000",Northeast,PA,Dauphin,42043
2021-01-27,635.8409700744511,"100,000-200,000",Northeast,PA,Erie,42049
2021-01-27,784.9407485721512,"50,000-100,000",Northeast,PA,Franklin,42055
2021-01-27,391.2511852680591,"20,000-50,000",Northeast,PA,Indiana,42063
2021-02-03,531.2112677327444,"20,000-50,000",Northeast,CT,Fairfield,09001
2021-02-03,351.38988638377714,"20,000-50,000",Northeast,MA,Essex,25009
2021-02-03,295.42437113609213,"20,000-50,000",Northeast,MA,Hampshire,25015
2021-02-03,165.07552253548462,"100,000-200,000",Northeast,MA,Middlesex,25017
2021-02-03,142.0167999083906,"10,000-20,000",Northeast,MA,Nantucket,25019
2021-02-03,455.9243377691783,"2,000,000-5,000,000",Northeast,MA,Suffolk,25025
2021-02-03,606.0829449809395,"20,000-50,000",Northeast,NY,Nassau,36059
2021-02-03,571.4763933514208,"100,000-200,000",Northeast,PA,Erie,42049
2021-02-03,380.2417057884156,"50,000-100,000",Northeast,PA,Franklin,42055
2021-02-03,241.46754880123692,"20,000-50,000",Northeast,PA,Indiana,42063
2021-02-10,486.215867595018,"20,000-50,000",Northeast,CT,Fairfield,09001
2021-02-10,66.85816282633604,"50,000-100,000",Northeast,MA,Berkshire,25003
2021-02-10,194.15558254919796,"20,000-50,000",Northeast,MA,Essex,25009
2021-02-10,138.81430828205976,"20,000-50,000",Northeast,MA,Hampshire,25015
2021-02-10,94.11022303922545,"100,000-200,000",Northeast,MA,Middlesex,25017
2021-02-10,146.13295714906658,"10,000-20,000",Northeast,MA,Nantucket,25019
2021-02-10,393.32497974077023,"2,000,000-5,000,000",Northeast,MA,Suffolk,25025
2021-02-10,451.0086535899226,"200,000-500,000",Northeast,NJ,Union,34039
2021-02-10,525.4812397918892,"20,000-50,000",Northeast,NY,Nassau,36059
2021-02-10,352.6727553379649,"100,000-200,000",Northeast,PA,Dauphin,42043
2021-02-10,271.34326797732297,"100,000-200,000",Northeast,PA,Erie,42049
2021-02-10,269.1989661698819,"20,000-50,000",Northeast,PA,Indiana,42063
2021-02-17,338.0118739410645,"20,000-50,000",Northeast,CT,Fairfield,09001
2021-02-17,132.21910377576415,"20,000-50,000",Northeast,MA,Essex,25009
2021-02-17,138.9090531672786,"20,000-50,000",Northeast,MA,Hampshire,25015
2021-02-17,85.52661751381241,"100,000-200,000",Northeast,MA,Middlesex,25017
2021-02-17,185.5134717405078,"10,000-20,000",Northeast,MA,Nantucket,25019
2021-02-17,355.37043119750723,"2,000,000-5,000,000",Northeast,MA,Suffolk,25025
2021-02-17,321.5790179361072,"20,000-50,000",Northeast,NY,Nassau,36059
2021-02-17,259.475984053641,"100,000-200,000",Northeast,PA,Erie,42049
2021-02-17,275.8057165550712,"20,000-50,000",Northeast,PA,Indiana,42063
2021-02-24,283.36632494375544,"20,000-50,000",Northeast,CT,Fairfield,09001
2021-02-24,132.75511786627155,"50,000-100,000",Northeast,MA,Berkshire,25003
2021-02-24,57.65899899861864,"20,000-50,000",Northeast,MA,Essex,25009
2021-02-24,217.48035954871133,"20,000-50,000",Northeast,MA,Hampshire,25015
2021-02-24,95.55558776743652,"100,000-200,000",Northeast,MA,Middlesex,25017
2021-02-24,253.18769656383475,"10,000-20,000",Northeast,MA,Nantucket,25019
2021-02-24,347.6109340210141,"2,000,000-5,000,000",Northeast,MA,Suffolk,25025
2021-02-24,222.1094148598878,"200,000-500,000",Northeast,NJ,Union,34039
2021-02-24,328.3825865936945,"20,000-50,000",Northeast,NY,Nassau,36059
2021-02-24,291.94003485061006,"100,000-200,000",Northeast,PA,Dauphin,42043
2021-02-24,256.9674427860848,"100,000-200,000",Northeast,PA,Erie,42049
2021-02-24,315.45999956045176,"50,000-100,000",Northeast,PA,Franklin,42055
2021-02-24,204.2141010674124,"20,000-50,000",Northeast,PA,Indiana,42063
2021-03-03,302.6759024418948,"20,000-50,000",Northeast,CT,Fairfield,09001
2021-03-03,59.86756907859199,"20,000-50,000",Northeast,MA,Essex,25009
2021-03-03,234.57822368508005,"20,000-50,000",Northeast,MA,Hampshire,25015
2021-03-03,108.200213860549,"100,000-200,000",Northeast,MA,Middlesex,25017
